file, Mean F0 (Hz),Start F0 (Hz),End F0 (Hz),Max F0 (Hz),Min F0 (Hz),Range F0 (Hz),Time max F0 (%),F0 Abs Slope,F0 var (Hz/s),FM Rate (s-1),FM Extent (Hz),Q25% (Hz),Q50% (Hz),Q75% (Hz),Fpeak (Hz),Sound duration (s), AM var (dB/s), AM rate (s-1), AM extent (dB),Harmonicity, F1 mean (Hz),F2 mean (Hz),F3 mean (Hz),F4 mean (Hz),F5 mean (Hz),F6 mean (Hz),formant dispersal (Hz),vocal tract length (cm),mean wiener entropy,Comment,
LFC_01.wav,72.981,70.70,71.04,74.651,70.701,3.950,52.596,22.060,16.390,1.089,15.057260122429284,149.656,342.668,2623.758,142.634,0.459,26.278,7.620,3.449,10.02,291.024,1081.983,1808.182,2330.526,2941.994,3432.485,628.292,27.853,-3.049,,
LFC_02.wav,89.402,96.68,87.28,104.694,75.304,29.389,17.103,104.899,99.600,5.775,17.24817864394622,289.695,332.685,404.184,329.159,0.693,76.121,7.940,9.587,13.42,339.804,950.820,1642.574,2151.983,2829.212,3395.048,611.049,28.639,-0.046,,
LFC_03.wav,95.240,87.28,91.28,100.037,87.275,12.762,60.847,47.816,44.487,1.038,42.844883973964755,243.110,299.041,386.397,286.560,0.482,36.884,10.383,3.552,9.43,310.858,1090.071,1702.874,2276.340,3033.316,3534.647,644.758,27.142,0.138,,
LFC_04.wav,84.936,71.68,78.81,93.319,71.678,21.641,70.359,124.940,114.774,2.852,40.24825131488901,100.708,313.244,383.984,363.228,0.526,82.292,9.506,8.657,4.79,365.144,721.629,1467.234,2011.983,2805.185,3360.508,599.073,29.212,0.512,,
LFC_05.wav,90.990,80.68,75.39,107.591,75.394,32.196,14.005,77.028,63.462,3.239,19.59014567049411,228.296,358.998,686.021,268.589,1.389,44.595,12.238,3.644,6.59,345.992,855.047,1562.886,2127.061,2815.044,3374.637,605.729,28.891,-0.267,,
LFC_06.wav,86.977,86.04,86.15,91.364,80.741,10.622,32.850,44.698,39.541,4.855,8.143742331907921,247.467,311.183,374.785,354.720,1.030,43.958,8.740,5.030,14.63,329.480,606.892,1483.243,1931.759,2686.383,3269.005,587.905,29.767,-0.011,,
LFC_07.wav,76.225,70.54,72.99,100.517,70.543,29.974,87.664,113.870,2.358,0.619,3.8084124877289582,151.078,274.874,544.531,324.329,0.808,32.415,8.668,3.740,5.83,358.825,1060.803,1830.709,2400.455,3082.162,3446.164,617.468,28.342,0.541,,
LFC_08.wav,79.793,103.81,80.89,103.812,71.146,32.666,4.239,115.441,92.798,2.934,31.625621596901983,97.915,228.975,386.609,324.521,0.511,52.856,8.803,6.004,1.18,336.509,792.131,1606.105,2230.301,2910.714,3393.307,611.360,28.625,0.906,se aude foarte incet,
LFC_09.wav,86.111,72.30,88.47,93.150,72.296,20.854,54.823,37.576,35.941,2.109,17.0412641086992,324.066,376.069,496.419,357.705,0.711,60.838,7.030,8.654,13.40,364.912,699.396,1452.523,1896.824,2678.358,3288.839,584.785,29.926,0.010,,
LFC_10.wav,80.527,74.74,77.98,82.048,74.741,7.307,63.777,27.406,25.250,4.764,5.300463880519028,173.269,313.197,434.039,334.713,0.630,39.481,13.497,2.925,6.01,355.680,960.774,1637.397,2181.917,2954.775,3374.911,603.846,28.981,0.790,,
