file, Mean F0 (Hz),Start F0 (Hz),End F0 (Hz),Max F0 (Hz),Min F0 (Hz),Range F0 (Hz),Time max F0 (%),F0 Abs Slope,F0 var (Hz/s),FM Rate (s-1),FM Extent (Hz),Q25% (Hz),Q50% (Hz),Q75% (Hz),Fpeak (Hz),Sound duration (s), AM var (dB/s), AM rate (s-1), AM extent (dB),Harmonicity, F1 mean (Hz),F2 mean (Hz),F3 mean (Hz),F4 mean (Hz),F5 mean (Hz),F6 mean (Hz),formant dispersal (Hz),vocal tract length (cm),mean wiener entropy,Comment,Duration(s),Start
HFC_01.wav,98.144,77.01,85.42,108.458,77.010,31.448,81.746,67.208,30.662,0.000,--undefined--,336.139,903.608,2535.176,328.662,1.019,48.116,4.909,9.802,13.29,357.116,1248.062,1891.501,2402.345,2966.587,3409.468,610.471,28.666,-1.930,,1.019,18:18:07
HFC_02.wav,95.742,77.79,84.55,103.642,77.788,25.853,29.912,82.007,70.092,1.512,46.363238605302435,362.491,665.612,2011.127,355.505,0.992,41.217,7.055,5.842,14.83,377.054,1187.650,1754.123,2326.259,2755.810,3273.744,579.338,30.207,-1.930,,0.992,18:18:15
HFC_03.wav,99.128,80.88,88.45,108.634,80.883,27.751,78.825,68.659,25.108,0.000,--undefined--,326.767,901.864,2485.698,321.422,1.032,58.217,2.908,20.021,15.56,349.767,1257.470,1915.021,2368.910,2958.537,3411.330,612.313,28.580,-2.128,,1.032,18:22:01
HFC_04.wav,92.161,81.66,80.36,107.068,80.071,26.997,46.316,97.698,90.329,2.176,41.50741616511215,326.122,589.548,5226.292,322.993,0.689,56.565,8.705,6.498,9.09,351.002,1000.910,1621.022,2230.618,2872.547,3399.126,609.625,28.706,-3.447,,0.689,18:23:01
HFC_05.wav,97.903,80.41,85.09,108.109,80.414,27.695,54.238,77.234,41.315,1.436,28.779627104091656,599.194,1830.825,2980.992,2989.969,1.045,57.384,9.092,6.312,11.41,389.792,1166.720,1889.159,2412.975,2929.678,3322.718,586.585,29.834,-1.876,,1.045,18:23:03
HFC_06.wav,98.897,78.52,92.35,109.198,78.518,30.679,80.425,48.045,46.536,0.491,94.79559085573644,315.925,409.801,1155.029,321.373,1.019,41.940,8.345,5.026,14.48,374.984,951.541,1574.020,2156.427,2809.623,3301.466,585.296,29.899,-1.187,,1.019,18:23:05
HFC_07.wav,81.553,79.61,91.93,104.627,71.069,33.558,16.352,61.144,57.543,3.475,16.556958840669182,372.692,821.035,2155.929,346.747,1.870,27.163,7.218,3.763,16.12,422.710,1168.491,1725.183,2353.059,2923.161,3344.361,584.330,29.949,-1.476,,1.870,18:23:08
HFC_08.wav,91.278,75.27,87.02,106.716,75.272,31.444,59.076,72.038,61.462,2.159,28.46758876371466,329.891,348.778,421.267,328.361,0.926,65.193,7.017,9.291,16.63,339.792,1034.166,1638.936,2113.065,2780.559,3301.704,592.383,29.542,-0.592,,0.926,18:23:11
HFC_09.wav,90.361,81.99,82.58,107.257,81.995,25.262,30.099,90.017,75.203,4.232,17.768829109976647,325.818,351.417,442.376,334.700,1.300,69.101,7.310,9.453,19.45,345.598,927.543,1663.469,2232.568,2818.834,3337.781,598.437,29.243,-0.814,,1.300,18:23:13
HFC_10.wav,93.558,81.99,89.43,106.383,81.987,24.396,36.771,61.274,41.619,0.716,58.10572418995149,357.467,474.947,2009.091,354.663,1.396,56.919,3.939,14.448,20.76,363.834,1164.709,1795.972,2304.865,2889.681,3347.162,596.666,29.330,-2.288,,1.396,18:23:18
HFC_100.wav,99.626,107.59,79.41,107.587,79.412,28.175,45.012,86.639,0.420,0.000,--undefined--,318.453,354.471,454.208,323.357,0.931,82.164,8.058,10.197,16.64,355.417,926.080,1756.890,2191.216,2904.228,3332.920,595.501,29.387,-0.097,,0.931,18:38:39
HFC_101.wav,94.016,90.59,87.86,101.708,87.211,14.497,27.216,49.085,40.687,0.808,50.372005569842855,340.443,393.940,807.563,358.079,0.619,71.425,7.269,9.825,11.80,361.120,1040.712,1746.534,2235.491,2963.569,3347.286,597.233,29.302,-1.369,,0.619,18:43:44
HFC_102.wav,96.870,83.87,85.31,105.608,83.874,21.734,77.569,67.245,27.838,0.636,43.75360389900371,311.682,480.533,3053.276,314.553,0.786,66.052,3.817,17.303,13.05,348.651,1195.852,1978.586,2615.241,3177.939,3497.632,629.796,27.787,-3.901,,0.786,18:43:52
HFC_103.wav,95.439,86.08,86.55,107.737,83.510,24.226,63.063,110.433,48.620,0.532,91.3592733073703,328.464,409.929,1792.404,327.504,0.940,44.518,2.661,16.730,20.93,355.098,1124.134,1920.190,2337.663,3041.126,3471.225,623.225,28.080,-3.358,,0.940,18:44:04
HFC_104.wav,94.275,79.29,87.35,104.656,79.293,25.363,32.567,71.217,57.109,1.372,41.61985753013593,347.992,393.858,671.835,362.596,1.093,42.485,6.403,6.635,18.51,362.084,1041.673,1724.860,2288.171,2995.879,3419.940,611.571,28.615,-1.885,,1.093,18:44:06
HFC_105.wav,88.615,85.22,89.61,106.909,83.334,23.574,83.780,43.209,35.856,4.202,8.532060314899832,340.400,349.160,376.694,343.427,1.190,38.150,5.043,7.565,28.36,346.518,720.365,1652.519,2173.916,2825.431,3247.763,580.249,30.159,-2.358,,1.190,18:44:07
HFC_106.wav,93.839,87.73,85.82,97.620,85.821,11.799,54.680,32.829,10.891,0.504,21.612896368122165,314.241,418.654,1393.369,363.837,0.992,56.993,5.543,10.282,15.36,351.487,1125.975,1800.723,2221.759,2939.235,3429.555,615.614,28.427,-2.087,,0.992,18:44:23
