file, Mean F0 (Hz),Start F0 (Hz),End F0 (Hz),Max F0 (Hz),Min F0 (Hz),Range F0 (Hz),Time max F0 (%),F0 Abs Slope,F0 var (Hz/s),FM Rate (s-1),FM Extent (Hz),Q25% (Hz),Q50% (Hz),Q75% (Hz),Fpeak (Hz),Sound duration (s), AM var (dB/s), AM rate (s-1), AM extent (dB),Harmonicity, F1 mean (Hz),F2 mean (Hz),F3 mean (Hz),F4 mean (Hz),F5 mean (Hz),F6 mean (Hz),formant dispersal (Hz),vocal tract length (cm),mean wiener entropy,Comment
HFC_01.wav,88.86,79.03,71.51,105.263,71.515,33.748,22.835,90.073,70.436,2.764,25.480957192538302,214.283,335.316,642.743,347.346,0.904,47.214,10.504,4.495,9.72,333.616,872.536,1573.721,1991.129,2722.462,3244.165,582.11,30.063,-0.125,
HFC_02.wav,94.443,84.54,76.32,100.509,76.324,24.186,13.72,55.056,45.809,4.589,9.982635407489356,258.243,357.909,521.984,300.517,1.199,45.163,11.264,4.01,12.72,354.117,877.766,1550.552,1953.95,2755.938,3284.037,585.984,29.864,-0.177,
HFC_03.wav,85.796,77.39,82.7,105.702,74.22,31.482,31.546,107.773,103.217,2.744,37.612360666080804,292.996,356.02,622.971,334.326,0.729,72.596,9.605,7.558,10.63,328.156,1030.027,1626.201,2065.224,2769.614,3361.61,606.691,28.845,-0.416,
HFC_04.wav,89.468,79.67,83.85,105.44,77.011,28.429,36.022,126.065,94.115,5.771,16.307288677601093,273.758,366.888,590.908,352.581,1.3,58.22,11.927,4.881,7.72,346.116,1175.017,1739.972,2428.123,3005.883,3509.804,632.738,27.658,-0.165,
HFC_05.wav,78.367,76.68,83.7,87.116,72.773,14.342,50.447,155.563,34.678,0.918,37.75726725262649,175.231,310.826,487.952,350.99,0.544,38.154,7.348,5.193,5.71,339.465,1162.53,1668.458,2182.989,2978.673,3557.743,643.656,27.188,0.172,
HFC_06.wav,80.192,105.9,92.06,105.899,71.819,34.079,1.023,55.109,53.54,5.054,10.593220858454066,311.573,336.503,427.445,307.32,1.484,45.975,8.424,5.458,22.49,341.331,752.15,1516.947,2126.422,2795.493,3394.809,610.696,28.656,-0.986,
HFC_07.wav,77.302,85.7,87.29,91.371,72.536,18.835,27.957,49.138,43.329,4.514,9.59912293218417,263.554,444.276,1263.326,353.551,1.44,51.865,11.458,4.526,4.28,382.115,1092.205,1743.569,2219.646,2879.193,3453.323,614.242,28.49,-1.508,
HFC_08.wav,89.021,81.49,86.1,107.607,72.655,34.951,67.722,102.68,99.704,2.324,42.89756357841149,303.235,322.586,354.082,304.911,1.076,51.414,4.184,12.289,14.45,332.871,1016.444,1743.503,2191.825,2865.28,3402.447,613.915,28.506,-0.381,
HFC_09.wav,95.596,92.53,79.67,108.352,79.556,28.796,70.713,145.898,38.794,1.356,28.613248447455323,200.266,375.048,1095.735,326.76,1.106,46.426,13.106,3.542,6.82,322.765,1016.476,1643.645,2181.572,2834.664,3299.073,595.262,29.399,-1.414,
HFC_10.wav,81.72,75.41,90.05,99.783,70.992,28.79,37.038,96.111,92.479,5.571,16.601396767440395,246.071,373.764,641.749,400.939,0.808,39.533,10.522,3.757,6.43,367.216,1206.046,1781.388,2261.059,2995.929,3499.791,626.515,27.932,0.107,
HFC_11.wav,90.707,83.03,84.48,104.818,82.203,22.616,17.859,83.584,80.957,3.828,21.148053378246022,278.167,342.949,423.084,343.244,1.045,59.589,10.049,5.93,11.29,347.271,855.359,1542.929,2064.928,2765.196,3323.853,595.316,29.396,0.191,
HFC_12.wav,93.976,99.71,101.5,101.595,82.257,19.338,96.94,58.774,56.145,4.141,13.557212645264102,361.559,511.083,1455.411,381.806,0.724,27.995,7.592,3.687,12.74,381.495,1044.636,1576.548,2137.152,2758.487,3254.36,574.573,30.457,-1.28,
HFC_13.wav,90.216,76.21,84.56,105.682,76.213,29.468,26.33,87.973,80.555,2.026,39.751630202231226,332.189,407.259,856.947,364.094,1.234,38.69,10.943,3.536,13.03,368.121,990.823,1576.775,1994.196,2737.805,3253.387,577.053,30.326,-1.243,
HFC_14.wav,79.992,92.69,81.86,100.423,72.029,28.395,10.179,70.269,67.918,3.267,20.7873805038499,308.573,466.386,1918.077,376.455,1.071,39.48,10.735,3.678,8.01,372.978,874.414,1637.625,2201.93,2741.295,3346.344,594.673,29.428,-1.901,
HFC_15.wav,95.604,106.23,86.97,106.232,86.968,19.263,2.368,61.249,58.327,4.496,12.974349884421443,218.532,340.565,511.298,355.778,0.667,43.175,8.991,4.802,7.95,337.601,867.165,1624.267,2074.165,2849.166,3371.177,606.715,28.844,0.144,
