file, Mean F0 (Hz),Start F0 (Hz),End F0 (Hz),Max F0 (Hz),Min F0 (Hz),Range F0 (Hz),Time max F0 (%),F0 Abs Slope,F0 var (Hz/s),FM Rate (s-1),FM Extent (Hz),Q25% (Hz),Q50% (Hz),Q75% (Hz),Fpeak (Hz),Sound duration (s), AM var (dB/s), AM rate (s-1), AM extent (dB),Harmonicity, F1 mean (Hz),F2 mean (Hz),F3 mean (Hz),F4 mean (Hz),F5 mean (Hz),F6 mean (Hz),formant dispersal (Hz),vocal tract length (cm),mean wiener entropy,Comment
HFC_16.wav,91.667,90.93,87.93,103.204,77.462,25.742,11.501,62.462,60.693,5.345,11.355142878404422,262.944,327.388,446.431,355.991,1.216,46.77,7.401,6.32,12.81,331.465,843.637,1542.867,2039.324,2767.702,3347.509,603.209,29.012,-0.177,
HFC_17.wav,90.467,72.93,86.09,106.482,72.93,33.553,44.885,68.59,63.466,1.604,39.566006170299225,331.677,371.607,496.887,344.854,0.935,35.74,8.02,4.456,18.75,343.773,842.736,1647.202,2211.96,3003.197,3528.559,636.957,27.474,-0.324,
HFC_18.wav,90.131,86.21,85.49,102.517,84.192,18.325,18.825,66.818,63.557,4.437,14.32370003459396,333.232,357.122,391.893,344.997,0.676,60.671,8.135,7.458,15.22,356.001,776.843,1531.721,2045.923,2815.362,3347.098,598.219,29.253,-0.161,
HFC_19.wav,95.615,94.5,83.92,107.273,83.915,23.358,15.987,71.275,67.007,4.039,16.59155334468993,337.259,375.007,423.279,361.494,0.619,51.431,4.846,10.612,14.44,351.385,744.269,1498.204,2062.022,2798.332,3304.3,590.583,29.632,0.212,
HFC_20.wav,91.08,89.88,87.1,101.857,86.337,15.52,18.419,87.921,82.801,5.256,15.752233196601003,304.02,350.599,393.395,347.905,0.571,79.961,10.513,7.606,11.65,357.345,721.409,1394.38,1950.04,2789.713,3360.634,600.658,29.135,-0.218,
HFC_21.wav,92.701,101.12,86.63,101.8,80.195,21.605,16.23,91.234,64.317,4.051,15.875643595382854,325.317,378.906,461.672,370.03,1.111,75.376,9.903,7.611,15.18,374.819,752.0,1377.495,1928.342,2710.207,3266.911,578.418,30.255,-0.451,
HFC_22.wav,88.44,74.61,100.08,106.183,71.679,34.504,77.068,102.997,46.369,1.675,27.685863565344146,242.941,327.499,441.19,326.692,0.896,55.57,13.398,4.147,6.88,346.093,828.47,1632.258,2194.587,2873.362,3398.155,610.412,28.669,0.764,
HFC_23.wav,83.635,109.15,84.24,109.153,70.775,38.377,7.798,116.662,92.821,4.278,21.69990120371812,319.657,455.855,1843.217,339.848,0.935,36.475,11.763,3.101,10.23,368.302,1055.502,1668.864,2163.47,2891.84,3446.686,615.677,28.424,-2.032,
HFC_24.wav,85.218,74.64,81.56,105.027,74.635,30.391,89.256,78.589,46.791,1.455,32.14919437815233,306.831,341.236,466.499,312.654,1.374,70.385,8.733,8.06,15.57,323.728,1139.409,1719.576,2231.753,2829.818,3392.898,613.834,28.509,-0.014,
HFC_25.wav,92.516,102.49,78.44,107.52,74.855,32.665,66.109,101.544,76.198,2.797,27.240612082780395,299.041,324.067,414.766,303.148,1.251,56.829,8.392,6.772,15.79,313.191,1071.228,1670.811,2168.083,2833.136,3456.089,628.58,27.841,0.06,
HFC_26.wav,86.841,79.39,85.27,106.188,72.186,34.002,24.468,107.17,102.572,5.577,18.39221596379614,260.364,363.227,666.207,356.935,1.703,45.377,11.741,3.865,7.18,349.503,1060.804,1697.615,2231.75,2892.892,3467.263,623.552,28.065,-0.287,
HFC_27.wav,92.51,109.43,90.64,109.427,87.282,22.145,17.902,55.153,37.994,1.55,24.519182489419975,329.631,361.826,469.453,342.536,0.645,79.753,7.748,10.294,15.87,346.823,834.807,1587.283,2111.748,2961.916,3504.183,631.472,27.713,0.078,
HFC_28.wav,79.296,73.03,85.39,85.389,73.03,12.359,97.151,47.513,11.551,0.0,--undefined--,297.671,325.84,378.642,320.069,0.689,68.367,7.254,9.425,14.72,338.213,1100.714,1706.591,2349.693,3006.565,3501.43,632.643,27.662,0.353,
LFC_01.wav,73.49,72.29,72.41,74.256,72.285,1.971,42.324,12.574,11.244,1.499,7.502974500839969,267.654,347.99,1411.526,286.869,0.334,31.352,4.496,6.974,8.43,300.409,1107.375,1740.755,2261.615,2886.006,3443.686,628.655,27.837,-2.405,
LFC_02.wav,86.277,83.76,87.15,90.682,78.472,12.21,92.012,47.732,44.823,7.695,5.824807159454792,200.274,302.179,615.744,247.193,0.65,40.832,9.234,4.422,3.5,310.412,1059.279,1730.462,2225.551,2963.645,3468.829,631.683,27.704,-0.1,
LFC_03.wav,89.408,80.18,87.69,95.848,78.454,17.393,76.73,77.932,74.802,6.292,11.888300207243049,242.025,336.449,403.871,372.348,0.795,35.241,16.989,2.074,7.06,358.13,734.23,1514.149,2160.242,2880.541,3405.186,609.411,28.716,-0.077,
LFC_04.wav,86.249,102.15,73.78,102.146,73.776,28.37,2.655,99.426,93.437,4.556,20.510779192533896,174.432,290.773,448.226,370.129,1.098,46.358,15.489,2.993,2.64,329.672,885.746,1613.034,2183.762,2863.318,3429.449,619.955,28.228,0.45,
LFC_05.wav,89.795,106.58,82.33,106.578,82.333,24.245,1.871,51.41,49.024,3.578,13.702746551151307,336.136,385.345,738.941,339.752,0.839,55.493,9.541,5.817,12.65,355.79,805.714,1647.891,2198.507,3010.793,3523.235,633.489,27.625,-0.975,
LFC_06.wav,82.608,96.72,84.15,97.738,70.782,26.956,4.688,71.705,62.822,4.309,14.578512165316145,246.145,422.298,1117.068,406.919,1.624,33.668,12.62,2.668,3.58,399.66,992.82,1726.593,2311.983,2931.247,3487.488,617.566,28.337,-1.091,
LFC_07.wav,92.277,78.15,88.86,101.704,78.149,23.555,73.322,29.796,28.933,3.486,8.298825711376345,172.915,328.41,879.92,186.667,1.291,34.377,15.108,2.276,6.06,329.136,806.701,1596.809,2154.156,2863.75,3449.163,624.005,28.045,-0.836,
