file, Mean F0 (Hz),Start F0 (Hz),End F0 (Hz),Max F0 (Hz),Min F0 (Hz),Range F0 (Hz),Time max F0 (%),F0 Abs Slope,F0 var (Hz/s),FM Rate (s-1),FM Extent (Hz),Q25% (Hz),Q50% (Hz),Q75% (Hz),Fpeak (Hz),Sound duration (s), AM var (dB/s), AM rate (s-1), AM extent (dB),Harmonicity, F1 mean (Hz),F2 mean (Hz),F3 mean (Hz),F4 mean (Hz),F5 mean (Hz),F6 mean (Hz),formant dispersal (Hz),vocal tract length (cm),mean wiener entropy,Comment,
LFC_01.wav,77.793,76.71,73.32,82.377,73.316,9.060,75.781,52.150,17.036,2.090,8.152795700627209,197.555,552.457,2978.497,235.696,0.479,48.253,8.359,5.773,5.52,329.134,1281.569,1951.586,2479.653,2968.341,3392.967,612.767,28.559,-2.723,,
LFC_02.wav,90.302,74.71,77.38,98.211,74.706,23.505,30.000,92.806,80.204,4.047,19.819437116755932,323.844,414.979,902.084,370.126,0.865,65.332,10.984,5.948,9.69,383.454,910.737,1579.988,2146.163,2817.221,3317.685,586.846,29.820,-0.769,,
LFC_03.wav,88.364,82.35,78.84,94.266,78.759,15.507,47.157,52.044,49.898,3.088,16.156263033014547,343.939,377.975,515.679,356.804,1.295,68.571,11.196,6.125,13.85,357.756,897.647,1602.124,2069.420,2834.596,3368.517,602.152,29.062,-0.522,,
LFC_04.wav,91.802,100.39,74.61,104.734,74.611,30.123,7.236,58.130,54.633,3.954,13.815691396344771,342.769,371.975,433.303,361.229,0.632,62.586,4.745,13.189,14.79,356.946,729.817,1566.999,2051.070,2795.201,3313.005,591.212,29.600,0.053,,
LFC_05.wav,104.995,105.66,95.70,108.603,95.699,12.905,28.721,16.439,15.588,3.436,4.536361813495652,292.232,535.479,3862.657,312.002,1.019,48.093,13.745,3.499,8.75,391.598,933.431,1637.172,2148.417,2906.581,3421.984,606.077,28.874,-2.871,,
LFC_06.wav,89.051,73.34,85.43,106.052,73.345,32.708,46.232,78.224,70.925,1.817,39.02667024879228,285.732,330.358,367.069,328.846,0.825,35.874,7.875,4.555,20.75,330.341,825.872,1672.372,2239.559,2832.701,3320.264,597.985,29.265,-0.590,,
LFC_07.wav,95.800,86.91,90.85,107.931,82.444,25.487,69.891,109.145,73.467,1.582,46.4461023753368,301.531,376.240,857.180,333.955,0.948,81.698,7.382,11.068,10.82,404.008,1094.704,1605.997,2104.869,2810.145,3355.303,590.259,29.648,-1.064,,
LFC_08.wav,90.218,78.03,87.07,105.774,78.031,27.743,36.460,78.786,71.360,3.833,18.618269307633984,312.274,356.222,495.651,329.749,0.913,58.256,10.403,5.600,14.69,342.514,1001.216,1553.083,2042.342,2699.985,3290.862,589.670,29.678,-0.252,,
LFC_09.wav,93.564,73.46,86.99,102.396,73.465,28.931,63.661,51.043,47.922,1.040,46.07583735988253,300.686,410.437,1937.472,308.167,0.961,53.888,12.481,4.318,10.06,331.216,1087.912,1716.094,2199.093,2933.805,3431.835,620.124,28.220,-2.574,,
LFC_10.wav,75.537,105.97,81.15,105.973,71.000,34.972,9.666,55.416,38.069,3.336,11.412795749934743,245.635,561.602,2939.444,360.782,1.049,28.697,10.960,2.618,8.85,367.806,1108.649,1738.501,2267.111,2817.227,3316.283,589.695,29.676,-2.026,,
LFC_11.wav,102.081,93.93,82.59,108.892,82.593,26.299,61.980,55.817,53.556,0.651,82.29592382445102,314.168,398.619,1586.328,318.396,0.768,77.087,4.555,16.922,13.60,348.219,1002.737,1662.920,2114.598,2917.213,3438.643,618.085,28.313,-2.405,,
LFC_12.wav,93.763,106.26,88.65,106.257,84.521,21.737,11.602,73.359,56.252,4.778,11.771999540309409,290.924,386.459,709.258,361.092,0.628,43.736,9.557,4.576,8.93,377.289,1068.689,1680.239,2208.515,2887.408,3465.467,617.636,28.334,-0.329,,
LFC_13.wav,87.575,83.22,82.54,106.311,71.411,34.900,22.342,96.763,93.253,5.049,18.469203334510908,221.112,326.219,362.617,338.513,0.891,47.234,9.537,4.953,6.81,337.350,710.551,1541.357,2097.396,2841.781,3348.802,602.290,29.056,0.051,,
LFC_14.wav,84.264,90.02,89.75,103.696,71.277,32.419,76.865,120.937,78.173,3.254,24.024227793624153,268.693,439.309,2268.477,281.528,0.768,53.128,9.762,5.442,10.08,351.982,865.683,1661.797,2247.984,2907.121,3451.059,619.815,28.234,-2.789,,
