file, Mean F0 (Hz),Start F0 (Hz),End F0 (Hz),Max F0 (Hz),Min F0 (Hz),Range F0 (Hz),Time max F0 (%),F0 Abs Slope,F0 var (Hz/s),FM Rate (s-1),FM Extent (Hz),Q25% (Hz),Q50% (Hz),Q75% (Hz),Fpeak (Hz),Sound duration (s), AM var (dB/s), AM rate (s-1), AM extent (dB),Harmonicity, F1 mean (Hz),F2 mean (Hz),F3 mean (Hz),F4 mean (Hz),F5 mean (Hz),F6 mean (Hz),formant dispersal (Hz),vocal tract length (cm),mean wiener entropy,Comment
HFC_01.wav,88.293,87.54,87.26,91.571,86.128,5.444,68.008,35.314,32.248,4.054,7.955474481243215,269.045,349.656,540.304,360.542,0.37,22.213,9.458,2.348,17.33,330.726,841.39,1517.289,2089.044,2742.136,3392.118,612.279,28.582,-0.538,zgomot
HFC_02.wav,93.148,93.42,84.37,103.403,83.769,19.634,7.26,74.126,70.299,4.32,16.273628952959072,285.743,375.569,560.719,370.513,1.273,43.264,9.032,4.79,18.88,356.964,988.309,1584.861,2103.041,2792.487,3320.061,592.619,29.53,-0.482,zgomot
HFC_03.wav,91.033,91.58,81.75,101.482,75.785,25.697,90.74,67.153,44.091,3.888,11.340874548469868,269.89,311.1,482.78,281.844,2.186,52.157,12.349,4.223,11.44,312.856,1043.635,1716.015,2273.233,2872.868,3469.609,631.351,27.718,0.133,2 vaci
HFC_04.wav,88.427,73.4,83.2,105.354,73.401,31.952,22.959,101.093,96.985,4.77,20.33156246776336,252.47,349.582,575.047,362.994,0.839,41.759,6.559,6.367,15.97,308.409,892.862,1626.999,2083.769,2824.835,3369.9,612.298,28.581,-0.389,zgomot
HFC_05.wav,98.13,84.3,87.88,108.97,84.304,24.666,48.863,98.808,73.503,2.312,31.7862582645852,329.621,475.314,2687.0,334.162,0.865,42.469,4.047,10.495,12.61,339.988,1169.092,1968.194,2416.956,2990.596,3389.151,609.833,28.696,-2.61,
HFC_06.wav,81.645,77.77,76.13,96.686,74.638,22.047,74.191,89.602,87.14,6.351,13.721581393092732,301.445,447.564,2685.708,300.173,1.181,68.318,11.854,5.763,9.19,335.96,1053.193,1622.964,2112.137,2875.201,3474.512,627.71,27.879,-2.875,zgomot
HFC_07.wav,93.181,91.7,85.16,107.808,78.873,28.936,43.269,82.659,42.855,2.363,18.137347150025555,346.561,937.902,2261.453,344.152,1.058,46.601,5.198,8.965,16.0,364.403,1113.676,1861.716,2284.359,2771.703,3371.471,601.414,29.098,-2.155,
HFC_08.wav,93.714,88.95,92.01,104.744,85.781,18.964,25.019,50.64,34.775,2.219,15.674281378435785,363.764,556.683,2043.762,355.387,1.352,54.074,4.437,12.187,21.27,370.057,1118.685,1813.428,2237.428,2886.331,3318.802,589.749,29.674,-2.139,zgomot
HFC_09.wav,95.221,82.52,75.36,104.063,75.358,28.705,49.318,83.61,30.66,0.647,47.38056558415934,354.849,695.868,1861.129,359.375,1.545,47.381,6.147,7.708,11.72,382.154,1126.894,1830.405,2327.259,2908.443,3357.041,594.977,29.413,-2.095,
HFC_10.wav,93.005,104.25,89.31,108.045,71.694,36.351,6.55,86.827,84.376,2.611,32.320878937322654,302.199,362.827,1749.815,297.946,1.532,49.861,5.874,8.489,14.56,324.105,811.271,1610.344,2174.585,2898.051,3455.458,626.271,27.943,-3.252,zgomot + 2 vaci
HFC_11.wav,94.043,90.77,94.01,106.015,73.931,32.084,35.711,65.97,64.464,2.149,29.99989362495567,282.57,314.971,513.244,285.923,1.396,48.596,9.67,5.026,14.95,313.261,938.913,1709.998,2399.175,2956.785,3413.586,620.065,28.223,0.132,zgomot
