file, Mean F0 (Hz),Start F0 (Hz),End F0 (Hz),Max F0 (Hz),Min F0 (Hz),Range F0 (Hz),Time max F0 (%),F0 Abs Slope,F0 var (Hz/s),FM Rate (s-1),FM Extent (Hz),Q25% (Hz),Q50% (Hz),Q75% (Hz),Fpeak (Hz),Sound duration (s), AM var (dB/s), AM rate (s-1), AM extent (dB),Harmonicity, F1 mean (Hz),F2 mean (Hz),F3 mean (Hz),F4 mean (Hz),F5 mean (Hz),F6 mean (Hz),formant dispersal (Hz),vocal tract length (cm),mean wiener entropy,Comment,Duration(s),Start
HFC_01.wav,104.875,103.64,105.92,105.924,103.641,2.283,60.837,3.382,0.842,0.000,--undefined--,48.823,90.665,189.749,109.361,1.269,43.095,16.945,2.543,-2.29,341.050,1289.229,2027.548,2572.639,3080.907,3408.532,613.496,28.525,1.614,,1.269,16:15:40
HFC_02.wav,91.038,99.35,107.41,107.408,72.694,34.714,77.739,65.393,50.052,2.850,17.56056471851087,126.219,356.592,608.310,379.681,1.403,53.754,12.470,4.311,4.13,427.389,1099.028,1738.727,2331.957,2874.397,3386.611,591.844,29.569,0.292,,1.403,16:16:44
HFC_03.wav,94.846,108.35,83.84,108.353,83.842,24.511,1.471,62.854,60.619,3.910,15.502635806504212,143.820,370.086,690.872,428.484,1.023,46.670,10.264,4.547,7.34,433.787,1128.552,1711.565,2433.054,2901.263,3203.328,553.908,31.594,0.131,,1.023,16:16:54
HFC_04.wav,102.857,99.35,81.12,109.572,81.120,28.451,50.132,52.653,40.100,2.941,13.635899599547207,98.828,188.018,592.054,96.684,1.870,45.836,17.110,2.679,4.64,283.082,909.050,1494.400,2476.541,2902.703,3240.326,591.449,29.588,-0.105,,1.870,16:17:02
HFC_05.wav,96.444,87.74,84.40,108.051,80.525,27.526,86.049,63.815,61.933,1.719,36.02741506105918,137.400,375.115,1371.057,90.144,1.163,59.691,13.753,4.340,6.94,416.331,1304.458,1900.357,2508.757,2911.708,3457.500,608.234,28.772,-2.050,,1.163,16:18:06
HFC_06.wav,73.057,74.63,74.64,74.643,71.465,3.177,98.622,5.836,5.657,2.182,2.593026393885367,65.157,146.667,527.964,97.867,1.146,37.412,19.636,1.905,-1.06,351.999,957.312,1688.424,2304.888,2870.890,3426.932,614.987,28.456,0.204,,1.146,16:19:34
HFC_07.wav,87.486,73.67,85.49,98.977,73.668,25.309,73.633,77.563,70.492,1.734,40.64566163632776,63.161,176.402,559.078,65.634,0.865,81.258,16.765,4.847,1.13,435.871,1180.423,1808.342,2504.008,3016.340,3462.286,605.283,28.912,0.114,,0.865,16:19:38
HFC_08.wav,78.911,76.48,80.87,82.189,73.816,8.373,49.502,59.116,32.634,2.109,15.473476899138575,135.986,287.809,671.630,163.213,0.474,31.424,10.545,2.980,1.53,347.609,1053.918,1618.593,2486.427,2890.955,3419.041,614.286,28.488,-0.115,,0.474,16:20:18
HFC_09.wav,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,0.000,0.000,--undefined--,36.540,45.581,67.976,41.335,0.817,90.266,12.858,7.020,22.91,385.140,1168.933,1795.841,2437.705,2918.126,3345.652,592.102,29.556,0.000,,0.817,16:20:56
HFC_10.wav,103.171,88.34,90.40,109.102,88.341,20.761,50.880,35.655,19.460,1.174,16.574734745403493,251.499,499.850,1877.198,332.209,1.278,32.166,12.524,2.568,8.67,349.342,1211.681,1728.274,2342.710,2799.692,3350.605,600.253,29.154,-2.308,,1.278,16:21:02
HFC_100.wav,96.631,100.41,91.43,103.727,86.280,17.447,14.001,111.175,28.692,1.122,25.570593339768095,303.989,443.765,1746.664,341.077,0.891,80.747,8.415,9.595,0.80,440.727,1152.307,1655.594,2195.422,2773.984,3328.541,577.563,30.300,-1.514,,0.891,16:27:57
HFC_101.wav,95.961,87.17,90.10,101.729,78.302,23.427,47.823,35.235,12.142,0.917,13.247021048809799,390.704,461.530,1812.473,392.724,2.182,35.655,6.645,5.365,19.49,410.778,1110.749,1673.846,2262.008,2835.639,3352.701,588.385,29.742,-2.391,,2.182,16:28:01
HFC_102.wav,92.828,87.06,76.22,98.765,76.221,22.543,64.381,62.121,35.820,3.734,9.592881247648926,101.122,315.011,510.740,366.901,1.071,50.376,8.868,5.680,7.53,385.341,1081.019,1636.488,2294.141,2886.080,3347.599,592.452,29.538,0.482,,1.071,16:28:03
